object_class,ExpTxtNb,InstObjNb,JoinColNb,JoinNb,KeyColNb,KeyNb,LinkDiagNb,MorigTxtNb,MtxtNb,OdiVersion,OrigTxtNb,OriginRepositoryID,OtherObjectsNb,PlanAgentNb,RepositoryVersion,ScenTxtNb,StepNb,TxtNb,UeOrigNb,UeUsedNb,VarPlanAgentNb
DwgExportSummary,0,0,0,0,0,0,0,0,0,12.2.1,0,1,138,0,05.02.02.09,0,0,0,0,0,0
