Environment,DatabaseName,TableName,TableKind,ColumnCount,PrimaryIndex,SecondaryIndexCols,HasForeignKey,TableComment,Creator
prod,PRD_EDW_SEM,d_ord,Table,10,NUPI: Ord_Uid,,false,The entity that represents the order.,arendswa
prod,PRD_EDW_SEM,f_base_alloc_margin_mthly,Table,153,"","Ss_Mth_Uid, Subs_Id",false,"",swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_ALLOC_BAL_DAILY,View,65,"",,false,"This conformed fact table records the business process of allocating balances on a daily level. The allocation of are done for bundles (once-off and recurring), airtime (recharges) and opted in products and services.",swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_ALLOC_MARGIN_MTHLY,View,151,"",,false,"",swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_AR_MVMT_CIB_DAILY,View,48,"",,false,"",swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_CLASSIFY_ACCT_EVNT,View,60,"",,false,This fact table contains all events allocating Vodacom Account Managers to accounts. Changes in the Vodacom account management structure and allocations are tracked historically.,DBC
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_CLASSIFY_SUBSC_EVNT,View,14,"",,false,This Business Process tracks the classification of a subscription over time in an accumulating fact manner.,swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_DEALLOC_BAL_DAILY,View,18,"",,false,"This conformed fact table records the business process of deallocating balances on a daily level. The deallocation of are done for bundles (once-off and recurring), airtime (recharges) and opted in products and services.",swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_DEPRVSN_EVNT,View,33,"",,false,"This Business Process will be used to track all subscriber de-provisioning events, SP changes, Conversions from or to contract or prepaid, disconnections from the network. This mart will also track Provisioned Services and Secondary offering de-provisioni",swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_PLCY_SS_DAILY,View,36,"",,false,"",swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_PRVSN_EVNT,View,34,"",,false,This Business Process will be used to track all subscriber provision events and will also form an integral part of the Activations Reporting Requirement.,swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_RATED_USAGE_DAILY,View,53,"",,false,This is a non-user facing fact table supporting all business user views relating to rated usage on a daily grain. This includes all rated usage events for all payment methods and revenue streams. (Including Interconnect Revenue and Expense),swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_RATED_USAGE_MTHLY,View,52,"",,false,This is a non-user facing fact table supporting all business user views relating to rated usage at a monthly grain. This includes all rated usage events for all payment methods and revenue streams (Including Interconnect Revenue and Expense).,swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_SUBSC_CLSSFCTN_DAILY,View,14,"",,false,"",swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_SUBS_ASSOC_DAILY,View,35,"",,false,"",swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_SUBS_ASSOC_MTHLY,View,49,"",,false,This mart presents all the Profiles associated with a subscriber in a profile format as a monthly snapshot which can be joined to all Subscriber related fact tables where required.,swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_SUBS_ORD_STAT_DAILY,View,36,"",,false,"",arendswa
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_SUBS_UNRTD_USAGE_DAILY,View,18,"",,false,"",swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_SUBS_UNRTD_USAGE_MTHLY,View,17,"",,false,"",swartsth
prod,PRD_EDW_SEM_BASE_VIEWS,F_BASE_WHLSL_SUBSC_CHRG_MTHLY,View,10,"",,false,This Business Process will measure on a Monthly basis the wholesale subscription value charged by the Vodacom network provider to the various service providers (VSP and non-VSP).,swartsth
prod,PRD_EDW_SEM_VIEWS,B_DEAL_DVC,View,6,"",,false,"",raoa01
prod,PRD_EDW_SEM_VIEWS,CBU_SRVC_REQ,View,51,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_ACCS_METH,View,2,"",,false,This dimension contains access methods.,raoa01
prod,PRD_EDW_SEM_VIEWS,D_ACCS_POINT_NM,View,4,"",,false,Descriptive information regarding the access point used by the subscriber to access the Vodacom data network.,DAVIDSR
prod,PRD_EDW_SEM_VIEWS,D_ACCT,View,3,"",,false,"",SYSDBA
prod,PRD_EDW_SEM_VIEWS,D_ACCT_HLDR,View,13,"",,false,Role of DIMENSION - VSP CUSTOMER. Indicates the holder of the account in question.,arendswa
prod,PRD_EDW_SEM_VIEWS,D_ACCT_HLDR_DAY,View,27,"",,false,"",ajamr
prod,PRD_EDW_SEM_VIEWS,D_ACCT_REGN,View,4,"",,false,This IS the region WHERE the ACCOUNT management relationship IS allocated. This IS NOT a Sales Region (Vodac Region) which IS allocated ON a SUBSCRIBER LEVEL AND relates TO the physical region AS per the SUBSCRIBER connecting and upgrade dealer.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_ACCT_SPNSR,View,13,"",,false,Role of DIMENSION - VSP CUSTOMER. Indicates the account that is sponsoring the account in question.,arendswa
prod,PRD_EDW_SEM_VIEWS,D_ACCT_SPNSR_DAY,View,27,"",,false,Role of DIMENSION - CALENDAR DAY. Indicates the day the Account Sponsor was assigned.,ajamr
prod,PRD_EDW_SEM_VIEWS,D_ACTV_DAY,View,27,"",,false,This role will indicate the Activation Day.,DAVIDSR
prod,PRD_EDW_SEM_VIEWS,D_ADDRS,View,11,"",,false,"",SYSDBA
prod,PRD_EDW_SEM_VIEWS,D_AGENT,View,4,"",,false,This dimension describes the attributes of the Agents.,swartsth
prod,PRD_EDW_SEM_VIEWS,D_AGRMT,View,4,"",,false,"",mkhin006
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_ITEM,View,7,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_ITEM_ACTION_TYPE,View,2,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_ITEM_ATTR,View,2,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_ITEM_BILLG_PERD,View,2,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_ITEM_STAT_TYPE,View,2,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_MVMT_DAY,View,27,"",,false,"",mkhin006
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_SOLN,View,7,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_SOLN_ACTN_TYPE,View,2,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_SOLN_ATTR,View,2,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_SOLN_BILLG_PERD,View,2,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_SOLN_STAT_TYPE,View,2,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_STAT,View,3,"",,false,"",mkhin006
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_SUBTYPE,View,3,"",,false,"",mkhin006
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_TYPE,View,3,"",,false,"",mkhin006
prod,PRD_EDW_SEM_VIEWS,D_AGRMT_VER,View,7,"",,false,"",mkhin006
prod,PRD_EDW_SEM_VIEWS,D_ALLOC_DAY,View,27,"",,false,This role will indicate the Allocation Day.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_ALLOC_MTH,View,15,"",,false,This dimension describes the month dimension used as a calendar month in the semantic layer dimension.  The source of these values is a manually calculated spreadsheet. Additional domains also exists  for Snapshot Month and Usage Activity Month.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_BAL_ADJ_GRP,View,4,"",,false,Balance adjustment groups segment all balance adjustments into one of following three main groups: 1. Airtime related adjustments 2. Secondary offering related adjustments 3. Opted-in type products and services,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_BASE_SALES_CHNL,View,23,"",,false,Describes the Sales Channel dimension.  Level 1: Channel Unit Level 2: Channel Sub Unit Level 3: Channel Strategy Level 4: Channel Grouping Level 5: Channel Sub Group Level 6: Channel Dealer Group Level 7: Channel Dealer,DBC
prod,PRD_EDW_SEM_VIEWS,D_BILLED_MTH,View,15,"",,false,This role will indicate the Billed Month.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_BILLED_SUBS,View,22,"",,false,"This is the subscriber who pays for the call.  In most cases, this will be the same as the subscriber who makes the call, but for services like call sponsor, or reverse charges, where the billed subscriber and the subscriber will be 2 different parties .",swartsth
prod,PRD_EDW_SEM_VIEWS,D_BILLG_DAY,View,27,"",,false,This role will indicate the Billing Day.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_BILLG_DECLNE_RSN,View,2,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_BILLG_INVC_LINE,View,7,"",,false,"Designates the type of charge that is presented on a monthly billing statement.  Examples are:  One-Time Charge,  Recurring Charge,  Usage Charge.",DBC
prod,PRD_EDW_SEM_VIEWS,D_BILLG_REGN,View,4,"",,false,"",harow001
prod,PRD_EDW_SEM_VIEWS,D_BILLG_REGN_DAY,View,27,"",,false,"",harow001
prod,PRD_EDW_SEM_VIEWS,D_BIOMETR_CAPTURE_METH,View,2,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_BIOMETR_CHANL,View,2,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_BIOMETR_DOMAIN_EVNT,View,5,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_BIOMETR_JOURNEY_TYPE,View,2,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_BIOMETR_S3_URL,View,2,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_BIOMETR_STAT,View,2,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_BIOMETR_STATE,View,2,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_BIOMETR_SUPLR,View,2,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_BUNDL_ALLOC_CATEG,View,3,"",,false,"",harow001
prod,PRD_EDW_SEM_VIEWS,D_BUNDL_CATEG,View,3,"",,false,"Category for the subscriber's events where a bundle applies (e.g. Voice, SMS, MMS and Data). NA for non-bundled type events (e.g. Content, USSD, Airtime Transfer). Unknown where the Billing system did not provide an indicator (e.g. Call Limit Lock).",ABADERM
prod,PRD_EDW_SEM_VIEWS,D_BUNDL_PERD,View,4,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_BUNDL_REVNU_TYPE,View,3,"",,false,"",mabio001
prod,PRD_EDW_SEM_VIEWS,D_BUNDL_SIZE_BAND,View,5,"",,false,"",mabio001
prod,PRD_EDW_SEM_VIEWS,D_BUNDL_VLDTY,View,4,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_BUS_EVNTS_CAL,View,9,"",,false,Provided by Market Research in Customer Insight & Business Intelligence.  Contains attributes of business events as defined and required by the business for reporting & insights purposes.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_BUS_EVNTS_CAL_ASSOC,View,2,"",,false,The Business Events Calendar Association Dimension is bridging view linking the Business Events Calendar dimension to the Calendar Day dimension. One row contains the Business Events Calendar Event key and the Calendar Day key of the day of the event.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_BUS_PRTNR_IND,View,3,"",,false,"A category stating whether the account itself is for a Business Partner, the account MSISDNs were signed up for the Partner itself, e.g. an account name of TURRITO could have a Business Partner flag of Y. This is a Y/N field.",ABADERM
prod,PRD_EDW_SEM_VIEWS,D_BUS_SUB_UNIT,View,4,"",,false,"This Dimension describe the Business Sub Unit  classifications. (e.g. Enterprise, Consumer, Vodafone Global Enterprise, Employee Advantage).",ABADERM
prod,PRD_EDW_SEM_VIEWS,D_BUS_UNIT,View,4,"",,false,"This dimension identifies the business unit classification of a Vodacom Service Provider account. As well as the associated sub classifications. (e.g. Enterprise, Consumer, Vodafone Global Enterprise, Employee Advantage).",ABADERM
prod,PRD_EDW_SEM_VIEWS,D_CALL_TRNSCTN_TYPE,View,3,"",,false,This table contains the values for the Call Transaction Types applicable to Usage and will only be present if available from the relevant billing system. It mostly describes the direction where applicable. Set to NA where not applicable e.g. Content,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_CAL_DAY,View,27,"",,false,The Calendar Dimension,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_CAL_MTH,View,15,"",,false,The Calendar Dimension,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_CAMPGN,View,4,"",,false,This dimension contains campaigns.,raoa01
prod,PRD_EDW_SEM_VIEWS,D_CELL_SITE,View,12,"",,false,This table represents all the Cell Sites within a Sales Region. A Cell Site is the base station and can have multiple Cells.,ajamr
prod,PRD_EDW_SEM_VIEWS,D_CHRG_NUM,View,3,"",,false,"",raoa01
prod,PRD_EDW_SEM_VIEWS,D_CHRG_TYPE,View,2,"",,false,"",swartsth
prod,PRD_EDW_SEM_VIEWS,D_CHURN_CLASS,View,2,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_CHURN_DAY,View,27,"",,false,This role will indicate the Churn Day,DAVIDSR
prod,PRD_EDW_SEM_VIEWS,D_CLAIM,View,2,"",,false,This dimension contains claims.,raoa01
prod,PRD_EDW_SEM_VIEWS,D_CLAIM_STAT_RSN,View,4,"",,false,This dimension contains claim status reasons.,raoa01
prod,PRD_EDW_SEM_VIEWS,D_CLAIM_STAT_TYPE,View,4,"",,false,This dimension contains claim status types.,raoa01
prod,PRD_EDW_SEM_VIEWS,D_CLAIM_SUB_TYPE,View,4,"",,false,This dimension contains claim subtypes.,raoa01
prod,PRD_EDW_SEM_VIEWS,D_CLAIM_TYPE,View,4,"",,false,This dimension contains claim types.,raoa01
prod,PRD_EDW_SEM_VIEWS,D_CLTN_ACTVY_TYPE,View,9,"",,false,This dimension describes the Activities that are performed on a Customer account within Collection by either Team Agents or by the supporting Tallyman system.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_CLTN_EPISODE,View,4,"",,false,This dimension describes the Episodes that are used within Collection to mark the entry and exit points of an Account into the Collection process.,swartsth
prod,PRD_EDW_SEM_VIEWS,D_CLTN_FUNCL_AREA,View,3,"",,false,This dimension describes the Functional Areas that are used within the Collection process to track the progress of Customer Accounts.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_CLTN_STAT_TYPE,View,3,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_CLTN_TEAM_AGENT,View,14,"",,false,"This dimension describes the Team Agent to describe the agents that operate within the Collection Business unit within Credit and Risk. The agents only deal with post-paid customer accounts that are either in arrears, or actual or potential high-usage.",arendswa
prod,PRD_EDW_SEM_VIEWS,D_CLUSTER,View,5,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_CTR_DTTM_INTVL,View,2,"",,false,"",swartsth
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_CTR_EMPL,View,37,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_CTR_FCR_EXCL,View,7,"",,false,"",swartsth
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_CTR_JOURNEY_INTENT,View,10,"",,false,"",harow001
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_CTR_QLTY_ANSWER,View,3,"",,false,"",harow001
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_CTR_QLTY_QSTN,View,7,"",,false,"",harow001
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_CTR_QLTY_QSTN_GRP,View,5,"",,false,"",harow001
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_CTR_STA_TOPIC_PHRASE,View,4,"",,false,"",harow001
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_CTR_WFM_ACTVY,View,6,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_CTR_WFM_BUS_UNIT,View,3,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_CTR_WFM_PLNG_GRP,View,6,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_FCR_TYPE,View,5,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_LANG,View,2,"",,false,"",swartsth
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_Q,View,9,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_RTNG_SKILL,View,3,"",,false,"",swartsth
prod,PRD_EDW_SEM_VIEWS,D_CNTCT_WRAPUP,View,2,"",,false,"",swartsth
prod,PRD_EDW_SEM_VIEWS,D_CNTRY,View,3,"",,false,This table represents all the Countries,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_CNTR_TERMNAT_DAY,View,27,"",,false,This role will indicate the Contract Termination Day,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_COMSN_COHORT,View,3,"",,false,"",swartsth
prod,PRD_EDW_SEM_VIEWS,D_CONN_DAY,View,27,"",,false,This role will indicate the Connection Day,DAVIDSR
prod,PRD_EDW_SEM_VIEWS,D_CONN_INIT_USED_CELL,View,51,"",,false,This role indicates the initial connecting cell per subscriber.,DBC
prod,PRD_EDW_SEM_VIEWS,D_CONN_VSP_DEAL,View,34,"",,false,"Grouping of one or more Products and the corresponding price plan, rate structure or unit charge. As marketed by Communications Service Providers. What a customer purchases or subscribes to. E.g. HTC S740 FREE on Talk 240.",raoa01
prod,PRD_EDW_SEM_VIEWS,D_CONN_VSP_SALES_CHANL,View,23,"",,false,This role will indicate the Connecting VSP Sales Channel.,DBC
prod,PRD_EDW_SEM_VIEWS,D_CONT_PRVDR,View,3,"",,false,The Content Providers (WASP = Wireless Application Service Provider) associated with Content (Service Type = 'Content'). Vlive content is included and will have a Content Provider of 'Vodafone Live',ABADERM
prod,PRD_EDW_SEM_VIEWS,D_COST_ALLOC_DAY,View,27,"",,false,This role will indicate the Cost Allocation Day.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_COST_ALLOC_MTH,View,15,"",,false,This role will indicate the Cost Allocation Month.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_COST_ALLOC_STAT_TYPE,View,3,"",,false,"",ABADERM
prod,PRD_EDW_SEM_VIEWS,D_COST_SUB_TYPE,View,4,"",,false,"The cost sub type e.g. Big Bonus Voucher, VAS Ongoing etc. for Commissions. There are no subtypes for cost to connect, accessory or sim card loss.",ajamr
prod,PRD_EDW_SEM_VIEWS,D_COST_TYPE,View,4,"",,false,"This entity identifies the type of costs that are tracked and associates it . This is used by all cost-related entities. e.g VC: Commission, Cost To Connect, Accessory Losses etc",ajamr
prod,PRD_EDW_SEM_VIEWS,D_COUNTY,View,5,"",,false,"",raoa01
prod,PRD_EDW_SEM_VIEWS,D_COUNTY_20191023,View,5,"",,false,"",ABADERM
prod,PRD_EDW_SEM_VIEWS,D_CRDT_NOTE,View,9,"",,false,"",mabio001
prod,PRD_EDW_SEM_VIEWS,D_CRDT_NOTE_CATEG,View,3,"",,false,"",mabio001
prod,PRD_EDW_SEM_VIEWS,D_CRDT_NOTE_LNE,View,7,"",,false,"",mabio001
prod,PRD_EDW_SEM_VIEWS,D_CRDT_NOTE_ORGNAT_GRP,View,2,"",,false,"",mabio001
prod,PRD_EDW_SEM_VIEWS,D_CRDT_NOTE_RSN,View,3,"",,false,"",mabio001
prod,PRD_EDW_SEM_VIEWS,D_CRDT_PFOLIO_SCORE,View,3,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_CRDT_VET,View,4,"",,false,"",swartsth
prod,PRD_EDW_SEM_VIEWS,D_CRDT_VET_APP_STAT_TYPE,View,2,"",,false,"",swartsth
prod,PRD_EDW_SEM_VIEWS,D_CRDT_VET_STAT_TYPE,View,2,"",,false,"",swartsth
prod,PRD_EDW_SEM_VIEWS,D_CURRENCY,View,3,"",,false,"",mkhin006
prod,PRD_EDW_SEM_VIEWS,D_CURR_VSP_SALES_CHANL,View,23,"",,false,This role will indicate the Current VSP Sales Channel.,DBC
prod,PRD_EDW_SEM_VIEWS,D_CUST,View,3,"",,false,This dimension contains customer information.,raoa01
prod,PRD_EDW_SEM_VIEWS,D_CUST_IDENTITY,View,2,"",,false,This dimension contains customer identity information. This identifies the customer as a single entity eg. the government-issued ID number of a person.,raoa01
prod,PRD_EDW_SEM_VIEWS,D_CUST_PARTY_IDENT_TYPE_ASSOC,View,4,"",,false,"The Party Identification type(s) relevant to a specific subscriber as determined by the DataNomics cleansing process making use of RICA information. E.g. SA Identification, Passport, SA Temp Visa. A row is created for each row in the Subscriber Dimension.",ABADERM
prod,PRD_EDW_SEM_VIEWS,D_CUST_TYPE,View,4,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_CUST_TYPE_DAY,View,27,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_DAILY_FINANCIAL_BAL_DAY,View,27,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_DATA_SUBS_IND,View,15,"",,false,"",DAVIDSR
prod,PRD_EDW_SEM_VIEWS,D_DCA,View,3,"",,false,This dimension describes the Debt Collection Agencies (DCA) that are used by Collection to obtain funds owning from Customers once the internal Vodacom Collection processes have been exhausted.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_DCA_CLOSE_OUT_RSN,View,4,"",,false,Contains all the reasons for the Debt Collection Agnetcy (DCA) close out.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_DEAL,View,65,"",,false,"Grouping of one or more Products and the corresponding price plan, rate structure or unit charge. As marketed by Communications Service Providers. What a customer purchases or subscribes to. E.g. HTC S740 FREE on Talk 240.",mabio001
prod,PRD_EDW_SEM_VIEWS,D_DEALLOC_DAY,View,27,"",,false,This role will indicate the Deallocation Day,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_DEALLOC_MTH,View,15,"",,false,This dimension describes the month dimension used as a calendar month in the semantic layer dimension.  The source of these values is a manually calculated spreadsheet. Additional domains also exists  for Snapshot Month and Usage Activity Month.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_DEAL_DETL,View,31,"",,false,"",swartsth
prod,PRD_EDW_SEM_VIEWS,D_DEBIT_ORD_BATCH_CNTRL_STAT_TYPE,View,3,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_DEBIT_ORD_PMT_TYPE,View,3,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_DEBIT_ORD_TRKG,View,3,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_DEBIT_ORD_TRNSCTN_STAT_TYPE,View,3,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_DEBI_CHECK_MANDT_RQST_TYPE,View,3,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_DEBI_CHECK_RESULT_RQST_STAT_TYPE,View,3,"",,false,"",arendswa
prod,PRD_EDW_SEM_VIEWS,D_DEBTSTREAM,View,4,"",,false,This dimension describes the Debtstream against which Customer Accounts are allocated that determines and tracks their progress through DCAs.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_DEBT_CLTN_EPISODE,View,4,"",,false,This dimension describes the Episodes that are used within Collection to mark the entry and exit points of an Account into the Collection process.,swartsth
prod,PRD_EDW_SEM_VIEWS,D_DISTRICT,View,3,"",,false,This table represents all the Districts allocated to a Region,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_DISTRICT_ALL,View,9,"",,false,"",DAVIDSR
prod,PRD_EDW_SEM_VIEWS,D_DOLA_EVNT,View,3,"",,false,"",harow001
prod,PRD_EDW_SEM_VIEWS,D_DOLA_SRC,View,3,"",,false,"",harow001
prod,PRD_EDW_SEM_VIEWS,D_DSCNT_PCT,View,4,"",,false,This dimension describes the discount percentages for Subscribers using the Vodacom 4 less Product (Price Plan) and is only applicable to Prepaid subscribers.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_DVC,View,105,"",,false,"This dimension will contain descriptive dimensional information regarding handset manufacturers, makes and models, capabilities and groupings. Device can be used in multiple contexts.",DBC
prod,PRD_EDW_SEM_VIEWS,D_DVC_EFFCY_NEW_SUBS_IND,View,3,"",,false,"",raoa01
prod,PRD_EDW_SEM_VIEWS,D_DVC_INST,View,4,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_ENT_MNG_SEGM,View,4,"",,false,Vodacom EBU categorises groups of customers according to behavioural and demographical criteria.  Managing Segments are aligned to sales departments managed by Segment Heads and are determined by the rules for their categorisation.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_ENT_SUB_SEGM,View,4,"",,false,Vodacom EBU categorises groups of customers according to behavioural and demographical criteria.  Executive Heads manage Sub Segments within sales departments or segment departments and they are categorised by relevant secondary business rules.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_EVNT_DAY,View,27,"",,false,This role will indicate the Event Day.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_EVNT_STAT_IND,View,2,"",,false,This dimension will be used to store combinations of indicators required for further analysis and will grow exponentially with the addition of each new indicator.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_EXTRN_CUST_TYPE,View,4,"",,false,"Describe/define/identify the type of customer according to business rules; i.e. number of employees, Spend etc. This is not related to Sub Segments, but rather describes the Sub segment from the external perspective based on the type of Customer  e.g. Mun",ABADERM
prod,PRD_EDW_SEM_VIEWS,D_FIN_PMT_METH,View,4,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_FIN_REVNU_CLSSFCTN_FROM,View,3,"",,false,This role will indicate the Finance Revenue Classification from type and will Relate to Transactional instances.,DAVIDSR
prod,PRD_EDW_SEM_VIEWS,D_FIN_REVNU_CLSSFCTN_TYPE,View,3,"",,false,Classification allocated to all subscribers. Required for reporting to Vodafone. Applied to In bundle revenue for both Contract and Prepaid. The only categories applicable to Prepaid are Messaging only and Data only.,ABADERM
prod,PRD_EDW_SEM_VIEWS,D_FTTX_TYPE,View,2,"",,false,"",swartsth
prod,PRD_EDW_SEM_VIEWS,D_FXD_LNE_BILLG_CHRG_NUM,View,3,"",,false,"",raoa01
prod,PRD_EDW_SEM_VIEWS,D_FXD_LNE_BILLG_CVGE_GRP,View,2,"",,false,"",SYSDBA
prod,PRD_EDW_SEM_VIEWS,D_FXD_LNE_BILLG_GL_ACCT_SET,View,3,"",,false,"",raoa01
prod,PRD_EDW_SEM_VIEWS,D_FXD_LNE_BILLG_PMT_TYPE,View,4,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_FXD_LNE_BILLG_SOLN,View,5,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_FXD_LNE_BILLG_SOLN_CVGE_GRP,View,2,"",,false,"",raoa01
prod,PRD_EDW_SEM_VIEWS,D_FXD_LNE_BILLG_SOLN_INST_DETL,View,3,"",,false,"",raoa01
prod,PRD_EDW_SEM_VIEWS,D_FXD_LNE_EXCHG_RATE,View,10,"",,false,"",raoa01
prod,PRD_EDW_SEM_VIEWS,D_FXD_LNE_INVC,View,3,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_FXD_LNE_INVC_LNE_TYPE,View,6,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_FXD_LNE_PROD,View,28,"",,false,This is the Product Table for Fixed Line Billing.,DBC
prod,PRD_EDW_SEM_VIEWS,D_FXD_LNE_TRNSCTN_CLSSFCTN_TYPE,View,4,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_FXD_LNE_TRNSCTN_TYPE,View,4,"",,false,"",DBC
prod,PRD_EDW_SEM_VIEWS,D_FXD_SRVC_ACCT,View,3,"",,false,"",SYSDBA
