Environment,DatabaseName,TableName,TableKind,ColumnCount,PrimaryIndex,SecondaryIndexCols,HasForeignKey,TableComment,Creator
prod,ABI_PRD,ABMED_OCS_ADJ,View,102,"",,false,"",ABI_PRD
prod,ABI_PRD,EMA_EVNT500_DL_EPX_V,View,16,"",,false,"",ABI_PRD
prod,ABI_PRD,IRB_SRVC_DEFINITIONS,View,12,"",,false,"",ABI_PRD
prod,ABI_PRD,vc_ret_il_sl_range,View,13,"",,false,"",ABI_PRD
prod,OPS_PROD,Alert_tab,Table,9,UPI: Alert_req,Alert_Action,false,"",HAASBRGE
prod,OPS_PROD,BKEY_PARTY_BKP210414,Table,6,NUPI: SRC_KEY,,false,"",OPS_PRD
prod,OPS_PROD,BKEY_PARTY_BKP210427,Table,6,NUPI: SRC_KEY,,false,"",OPS_PRD
prod,OPS_PROD,CALL_AREA_BKP180414,Table,15,NUPI: Call_Area_Id,,false,"",OPS_PRD
prod,OPS_PROD,CPU_USAGE,Table,7,"UPI: username, CollectDate, CollectHour",,false,"",HAASBRGE
prod,OPS_PROD,CPU_daily,Table,10,"UPI: AccountName, UserName, Vproc, LoadHR, LoadDate",,false,"",HAASBRGE
prod,OPS_PROD,DBQL_RESP_Report,Table,20,"","RuleName, startDate, startHour",false,"",HAASBRGE
prod,OPS_PROD,DBQL_RESP_Report_RS,Table,21,"","RuleName, startDate, startHour, TASMRuleSet",false,"",HAASBRGE
prod,OPS_PROD,DBQL_RESP_Report_RState,Table,23,"NUPI: RuleName, startDate, startHour, TASMRuleset",,false,"",HAASBRGE
prod,OPS_PROD,DBQL_RESP_Report_RSv2,View,25,"",,false,"",ajamr
prod,OPS_PROD,EVNT_DETL_RCD_DEDUP,Table,4,NUPI: Netwk_Actvy_Id,,false,"",OPS_PRD
prod,OPS_PROD,REQUEST_RESPONSE_PER_DAY,Table,15,"NUPI: workload_nm, Runday",,false,"",HAASBRGE
prod,OPS_PROD,Spacemove_log,Table,10,UPI: TR_NUMBER,AlertReq,false,"",HAASBRGE
prod,OPS_PROD,Spacemove_log_log,Table,3,NUPI: seq,,false,"",HAASBRGE
prod,OPS_PROD,TOP_QFH,Table,10,NUPI: queryid,,false,"",ODENDALR
prod,OPS_PROD,TOP_QFH_BKP,Table,10,NUPI: queryid,,false,"",ODENDALR
prod,OPS_PROD,TOP_QFH_V2,Table,11,NUPI: queryid,,false,"",HAASBRGE
prod,OPS_PROD,USER_ACCT_CPU_USAGE,Table,7,"NUPI: Runday, userName",userName,false,"",HAASBRGE
prod,OPS_PROD,USER_DBQL_USAGE_PER_DAY,Table,7,"NUPI: Runday, userName",userName,false,"",HAASBRGE
prod,OPS_PROD,dbc_ERROR_Code,Table,3,NUPI: error_code,,false,"",HAASBRGE
prod,OPS_PROD,rad_netw_elmt__mbkp,Table,19,NUPI: Radio_Netwk_Element_Uid,,false,"",OPS_PRD
prod,OPS_PROD,rad_netw_elmt_bkp,Table,16,NUPI: Radio_Netwk_Element_Uid,,false,"",OPS_PRD
prod,OPS_PROD,resusage_Report,Table,26,"","RuleName, StartDate, StartHour",false,"",HAASBRGE
prod,PRD_EDW_ADS,SUBS_ACCS_METH_PRIMY,Table,13,NUPI: subs_id,,false,"",hattinghd
prod,PRD_EDW_ADS,SUBS_BILLG_SS_MTHLY,Table,20,"",SUBS_ID,false,"",swartsth
prod,PRD_EDW_ADS,SUBS_CONN_PRIMY_MSISDN,Table,6,NUPI: subs_id,,false,"",hattinghd
prod,PRD_EDW_ADS,SUBS_DAILY,Table,90,NUPI: Subs_Id,,false,"",hattinghd
prod,PRD_EDW_ADS,SUBS_DISC,Table,9,NUPI: subs_id,,false,"",hattinghd
prod,PRD_EDW_ADS,SUBS_DTL_SS_MTHLY,Table,52,"",SUBS_ID,false,"",swartsth
prod,PRD_EDW_ADS,SUBS_DVC_DMUD_LST,Table,8,NUPI: subs_id,,false,"",swartsth
prod,PRD_EDW_ADS,SUBS_DVC_DTL,Table,81,NUPI: subs_id,,false,"",swartsth
prod,PRD_EDW_ADS,SUBS_TENURE,Table,5,NUPI: subs_id,,false,"",hattinghd
prod,PRD_EDW_ADS,SUBS_USAGE_SS_MTHLY,Table,153,"",SERVED_SUBS_ID,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_ACCT_ASI_DAILY,View,52,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_ACCT_ASI_MTHLY,View,52,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_ACCT_DAILY,Table,51,NUPI: Acct_Id,,false,"",harow001
prod,PRD_EDW_ADS_MDE_BASE,CAR_ACCT_DAILY_SS_MTHEND,Table,52,NUPI: Acct_Id,,false,"",harow001
prod,PRD_EDW_ADS_MDE_BASE,CAR_ACCT_MGMT_MTHLY,Table,32,NUPI: Acct_Id,Acct_Cd,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_ACCT_MGMT_MTHLY_SS_QTRLY,Table,33,NUPI: Acct_Id,Acct_Cd,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_ACCT_MTHLY,Table,51,NUPI: Acct_Id,,false,"",harow001
prod,PRD_EDW_ADS_MDE_BASE,CAR_ACCT_MTHLY_SS_QTRLY,Table,52,NUPI: Acct_Id,,false,"",harow001
prod,PRD_EDW_ADS_MDE_BASE,CAR_ACCT_USAGE_ASI_MTHLY,View,196,"",,false,"",DBC
prod,PRD_EDW_ADS_MDE_BASE,CAR_ACCT_USAGE_MTHLY,Table,195,NUPI: Acct_Id,,false,"",DBC
prod,PRD_EDW_ADS_MDE_BASE,CAR_ACCT_USAGE_MTHLY_SS_QTRLY,Table,190,NUPI: Acct_Id,,false,"",DBC
prod,PRD_EDW_ADS_MDE_BASE,CAR_BUNDL_ASI_MTHLY,View,95,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_BASE,CAR_BUNDL_MTHLY,Table,76,NUPI: Subs_Id,,false,"",harow001
prod,PRD_EDW_ADS_MDE_BASE,CAR_BUNDL_MTHLY_SS_QTRLY,Table,77,NUPI: Subs_Id,,false,"",harow001
prod,PRD_EDW_ADS_MDE_BASE,CAR_BUNDL_TOT_COLS_MTHLY,View,94,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_BASE,CAR_CTRL,View,7,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_BASE,CAR_CUST_ASI_DAILY,View,71,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_CUST_DAILY,Table,70,NUPI: Subs_Id,,false,"",harow001
prod,PRD_EDW_ADS_MDE_BASE,CAR_CUST_DAILY_SS_MTHEND,Table,71,"",Subs_Id,false,"",harow001
prod,PRD_EDW_ADS_MDE_BASE,CAR_DVC_ASI_DAILY,View,97,"",,false,"",DBC
prod,PRD_EDW_ADS_MDE_BASE,CAR_DVC_DAILY,Table,96,NUPI: Subs_Id,,false,"",harow001
prod,PRD_EDW_ADS_MDE_BASE,CAR_DVC_DAILY_SS_MTHEND,Table,93,"",Subs_Id,false,"",harow001
prod,PRD_EDW_ADS_MDE_BASE,CAR_INTERNAT_USAGE_ASI_MTHLY,View,135,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_INTERNAT_USAGE_MTHLY,Table,134,NUPI: Subs_id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_INTERNAT_USAGE_MTHLY_SS_QTRLY,Table,135,NUPI: Subs_id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_POP_REVNU_ASI_MTHLY,View,51,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_POP_REVNU_MTHLY,Table,50,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_POP_REVNU_MTHLY_SS_QTRLY,Table,51,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_PROD_ASI_DAILY,View,16,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_PROD_DAILY,Table,15,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_RCHRGS_ASI_DAILY,View,12,"",,false,"",ABI_PRD
prod,PRD_EDW_ADS_MDE_BASE,CAR_RCHRGS_ASI_MTHLY,View,38,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_RCHRGS_DAILY,Table,11,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_RCHRGS_DAILY_SS_MTHEND,Table,12,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_RCHRGS_MTHLY,Table,37,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_RCHRGS_MTHLY_SS_QTRLY,Table,38,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_RLG_BASE_SS_MTHEND,Table,23,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_RLG_BUNDL_PURCH_SS_MTHEND,Table,137,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_RLG_EOD_BAL_SS_MTHEND,Table,24,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_RLG_RCHRGS_SS_MTHEND,Table,214,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_RLG_USAGE_SS_MTHEND,Table,973,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_ROAMING_USAGE_ASI_MTHLY,View,183,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_ROAMING_USAGE_MTHLY,Table,182,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_ROAMING_USAGE_MTHLY_SS_QTRLY,Table,183,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_ROLLING_ASI_BASE,View,23,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_BASE,CAR_ROLLING_ASI_BUNDL_PURCH,View,137,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_BASE,CAR_ROLLING_ASI_EOD_BAL,View,24,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_BASE,CAR_ROLLING_ASI_RCHRG,View,214,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_ROLLING_ASI_USAGE,View,968,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_ROLLING_BASE,Table,22,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_ROLLING_BUNDL_PURCH,Table,136,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_ROLLING_EOD_BAL,Table,23,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_ROLLING_RCHRG,Table,213,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_ROLLING_USAGE,Table,972,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_ROLLING_USAGE_20230514,Table,972,NUPI: Subs_Id,,false,"",DBC
prod,PRD_EDW_ADS_MDE_BASE,CAR_SUBS_ASI_DAILY,View,70,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_SUBS_DAILY,Table,69,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_SUBS_DAILY_SS_MTHEND,Table,70,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_SUBS_DISC_ASI_DAILY,View,71,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_SUBS_PREPD_DAILY,Table,15,"NUPI: Subs_Id, MSISDN",,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_USAGE_ASI_MTHLY,View,263,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,CAR_USAGE_MTHLY,Table,262,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,CAR_USAGE_MTHLY_SS_QTRLY,Table,263,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,NBA_ACCT_CUSTM_CAR,Table,101,NUPI: Acct_Id,,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,NBA_ACCT_MODEL_CAR,Table,82,NUPI: Acct_Id,,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,NBA_SUBS_CUSTM_CAR,Table,170,NUPI: Subs_Id,,false,"",hattinghd
prod,PRD_EDW_ADS_MDE_BASE,NBA_SUBS_MODEL_CAR,Table,82,NUPI: Subs_Id,,false,"",hattinghd
prod,PRD_EDW_ADS_MDE_BASE,NBA_SUBS_MODEL_CAR_SS_MTHEND,Table,82,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_BASE,OUTBD_ACCT_CUSTM_CAR,Table,101,NUPI: Acct_Id,,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,OUTBD_ACCT_MODEL_CAR,Table,82,NUPI: Acct_Id,,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,OUTBD_SUBS_CUSTM_CAR,Table,120,NUPI: Subs_Id,,false,"",hattinghd
prod,PRD_EDW_ADS_MDE_BASE,OUTBD_SUBS_MODEL_CAR,Table,82,NUPI: Subs_Id,,false,"",hattinghd
prod,PRD_EDW_ADS_MDE_BASE,SUBS_DAILY,Table,97,NUPI: Subs_Id,,false,"",hattinghd
prod,PRD_EDW_ADS_MDE_BASE,SUBS_DISCONNECT,Table,70,NUPI: Subs_Id,,false,"",hattinghd
prod,PRD_EDW_ADS_MDE_BASE,SUBS_SCORE_LEVEL_V,View,7,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_BASE,SUBS_SEGM_LEVEL_V,View,7,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_TMP,ACCS_METH_SUBS_ACCT_ID_TMP,Table,8,"NUPI: Subs_Id, Start_Dttm, End_Dttm",,false,"",harow001
prod,PRD_EDW_ADS_MDE_TMP,CAR_ACCT_DAILY,Table,51,NUPI: Acct_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_ACCT_MGMT_MTHLY,Table,32,NUPI: Acct_Id,Acct_Cd,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_TMP,CAR_ACCT_MTHLY,Table,51,NUPI: Acct_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_ACCT_USAGE_MTHLY,Table,195,NUPI: Acct_Id,,false,"",DBC
prod,PRD_EDW_ADS_MDE_TMP,CAR_ACCT_USAGE_MTHLY_TMP,Table,92,NUPI: Acct_Id,,false,"",ABI_PRD
prod,PRD_EDW_ADS_MDE_TMP,CAR_BUNDL_MTHLY,Table,76,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_CUST_DAILY,Table,70,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_DVC_DAILY,Table,97,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_INTERNAT_USAGE_MTHLY,Table,134,NUPI: Subs_id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_POP_REVNU_MTHLY,Table,50,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_PROD_DAILY,Table,15,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_PROD_WRK1,Table,5,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_RCHRGS_DAILY,Table,11,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_RCHRGS_MTHLY,Table,37,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_ROAMING_USAGE_MTHLY,Table,182,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_ROLLG_USE_AGGR_DAILY_TMP,Table,96,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_ROLLG_USE_AGGR_WEEKLY_TMP,Table,97,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_ROLLING_BASE,Table,22,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_ROLLING_BUNDL_PURCH,Table,136,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_ROLLING_EOD_BAL,Table,23,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_ROLLING_RCHRG,Table,213,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_ROLLING_RCHRG_PPI,Table,19,NUPI: Prepd_Pmt_Id,,false,"",DBC
prod,PRD_EDW_ADS_MDE_TMP,CAR_ROLLING_RCHRG_TMP1,Table,11,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_ROLLING_RCHRG_TMP_PPI,Table,1,NUPI: Prepd_Pmt_Id,,false,"",DBC
prod,PRD_EDW_ADS_MDE_TMP,CAR_ROLLING_USAGE,Table,972,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_SUBS_DAILY,Table,69,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,CAR_USAGE_MTHLY,Table,262,NUPI: Subs_Id,,false,"",swartsth
prod,PRD_EDW_ADS_MDE_TMP,EDR_AUM_TMP,Table,11,"NUPI: Served_Subs_Id, Actvy_Start_Dttm",,false,"",hattinghd
prod,PRD_EDW_ADS_MDE_TMP,IJ1_ACCS_METH_SUBS_ACCT_ID_TMP,,4,"",,false,,
prod,PRD_EDW_ADS_MDE_TMP,IJ2_ACCS_METH_SUBS_ACCT_ID_TMP,,2,"",,false,,
prod,PRD_EDW_ADS_MDE_TMP,SUBS_CONN_PRIMY_MSISDN_EMA_TMP,Table,7,NUPI: subs_id,,false,"",hattinghd
prod,PRD_EDW_ADS_MDE_TMP,SUBS_METRIC_tmp1,Table,5,NUPI: Subs_Id,,false,"",hattinghd
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ACCT_DAILY,View,51,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ACCT_DAILY_SS_MTHEND,View,51,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ACCT_MGMT_MTHLY,View,33,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ACCT_MGMT_MTHLY_SS_QTRLY,View,33,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ACCT_MTHLY,View,51,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ACCT_MTHLY_SS_QTRLY,View,52,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ACCT_USAGE_MTHLY,View,190,"",,false,"",DBC
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ACCT_USAGE_MTHLY_SS_QTRLY,View,88,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_BUNDL_MTHLY,View,95,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_BUNDL_MTHLY_SS_QTRLY,View,77,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_CTRL,View,7,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_CUST_DAILY,View,71,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_CUST_DAILY_SS_MTHEND,View,71,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_DVC_DAILY,View,97,"",,false,"",DBC
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_DVC_DAILY_SS_MTHEND,View,93,"",,false,"",DBC
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_INTERNAT_USAGE_MTHLY,View,135,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_INTERNAT_USAGE_MTHLY_SS_QTRLY,View,135,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_POP_REVNU_MTHLY,View,51,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_POP_REVNU_MTHLY_SS_QTRLY,View,51,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_PROD_DAILY,View,16,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_RCHRGS_DAILY,View,12,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_RCHRGS_DAILY_SS_MTHEND,View,12,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_RCHRGS_MTHLY,View,38,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_RCHRGS_MTHLY_SS_QTRLY,View,38,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_RLG_BASE_SS_MTHEND,View,23,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_RLG_BUNDL_PURCH_SS_MTHEND,View,137,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_RLG_EOD_BAL_SS_MTHEND,View,24,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_RLG_RCHRGS_SS_MTHEND,View,214,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_RLG_USAGE_SS_MTHEND,View,968,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ROAMING_USAGE_MTHLY,View,183,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ROAMING_USAGE_MTHLY_SS_QTRLY,View,183,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ROLLING_BASE,View,23,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ROLLING_BUNDL_PURCH,View,137,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ROLLING_EOD_BAL,View,24,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ROLLING_RCHRGS,View,214,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_ROLLING_USAGE,View,968,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_SUBS_DAILY,View,70,"",,false,"",ABI_PRD
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_SUBS_DAILY_SS_MTHEND,View,70,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_SUBS_DISCONNECT,View,71,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_SUBS_EFS_DAILY_SS,View,93,"",,false,The purpose of this CAR is to present the Enterprise Feature Store Subscriber.,raoa01
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_USAGE_MTHLY,View,263,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS,CAR_USAGE_MTHLY_SS_QTRLY,View,263,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_VIEWS_HISEC,CAR_SUBS_PREPD_DAILY,View,15,"",,false,"Entities able to use Vodacom Pre-Paid products & services. Each subscriber can be identified by an iCap id and, for GSM subscribers, by a Primary MSISDN (at a point in time, as MSISDNs are recycled). Each row is valid for a subscriber for a defined time p",raoa01
prod,PRD_EDW_ADS_MDE_WRK,ACCS_METH_SUBS_ACCT_ID_TMP_V,View,6,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_WRK,ACCT_USAGE_HIST,Table,13,NUPI: Acct_Id,,false,"",DBC
prod,PRD_EDW_ADS_MDE_WRK,ACCT_USAGE_HIST_V,View,13,"",,false,"",DBC
prod,PRD_EDW_ADS_MDE_WRK,CAR_ACCT_ALERT_DAILY,View,7,"",,false,"",harow001
prod,PRD_EDW_ADS_MDE_WRK,CAR_ACCT_ALERT_MTHLY,View,7,"",,false,"",harow001
prod,PRD_EDW_ADS_MDE_WRK,CAR_ACCT_ALERT_MTHLY_2022_01_07,View,7,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_WRK,CAR_ACCT_DAILY,View,51,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_WRK,CAR_ACCT_MGMT_MTHLY,View,32,"",,false,"",raoa01
prod,PRD_EDW_ADS_MDE_WRK,CAR_ACCT_MTHLY,View,51,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_WRK,CAR_ACCT_USAGE_MTHLY,View,189,"",,false,"",DBC
prod,PRD_EDW_ADS_MDE_WRK,CAR_ACCT_USAGE_MTHLY_ALERT_V,View,7,"",,false,"",harow001
prod,PRD_EDW_ADS_MDE_WRK,CAR_BUNDL_ALERT_MTHLY,View,7,"",,false,"",swartsth
prod,PRD_EDW_ADS_MDE_WRK,CAR_BUNDL_MTHLY,View,76,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_WRK,CAR_COP_ALERT_DAILY,View,17,"",,false,"",harow001
prod,PRD_EDW_ADS_MDE_WRK,CAR_CTRL,Table,7,"NUPI: process_Creation_Dttm, feed_Nm",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_WRK,CAR_CUST_ALERT_DAILY,View,7,"",,false,"",mabio001
prod,PRD_EDW_ADS_MDE_WRK,CAR_CUST_DAILY,View,69,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_WRK,CAR_DVC_ALERT_DAILY,View,7,"",,false,"",DBC
prod,PRD_EDW_ADS_MDE_WRK,CAR_DVC_DAILY,View,96,"",,false,"",DBC
prod,PRD_EDW_ADS_MDE_WRK,CAR_INTERNAT_USAGE,View,10,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_WRK,CAR_INTERNAT_USAGE_ALERT_MTHLY,View,7,"",,false,"",harow001
prod,PRD_EDW_ADS_MDE_WRK,CAR_INTERNAT_USAGE_MTHLY,View,134,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_WRK,CAR_INTERNAT_USAGE_RANK,View,40,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_WRK,CAR_POP_REVNU_ALERT_MTHLY,View,7,"",,false,"",harow001
prod,PRD_EDW_ADS_MDE_WRK,CAR_POP_REVNU_MTHLY,View,50,"",,false,"",ajamr
prod,PRD_EDW_ADS_MDE_WRK,CAR_PROD_ALERT_DAILY,View,7,"",,false,"",harow001
prod,PRD_EDW_ADS_MDE_WRK,CAR_PROD_DAILY,View,15,"",,false,"",ABADERM
prod,PRD_EDW_ADS_MDE_WRK,CAR_PROD_TMP,Table,3,NUPI: Prod_Id,,false,"",DAVIDSR
